address,restaurant,type,region,food_subtype
"269 Beach Road, Singapore 199546 Singapore",NOX - Dine in the Dark,"European,Fusion,Vegetarian Friendly",CENTRAL,fine dining#foie gras#indian#tea#cake#chocolate#chocolate cake#cheese#duck#lamb#wagyu#tuna#lava cake#chocolate lava#chocolate lava cake#smoked duck#dessert#vegetarian#cocktail#western#chicken#allergy#seafood#glass wine#pork#fish#lobster#octopus#italian#beef#champagne#steak#caviar#michelin#michelin star#bacon#banana#milo#fruit#papaya#coffee#desert#mango#egg#vegan#fish skin#chinese#strawberry#scallop#wagyu beef#frog#confit#duck confit#salmon#cod#wanton#cod fish#crispy pork#ice cream#tiramisu#pork belly#churros#gin tonic#beer#burger#pasta#potato#tofu#risotto#tartare#escargot#tuna tartare#avocado#apple#red wine#abalone#roast pork#waffle#fried pork#fondant#chocolate fondant#urchin#sea urchin#chocolate dessert#bottle wine#rhubarb#spinach#umami#popcorn#japanese#soup#korean#salad#artichoke#wagyu steak#wine list#sashimi#mac cheese#beef steak#bread#white wine#duck meat#cold dish#sushi#striploin#truffle#eel#truffle oil#vegetable#vanilla#penne#pig#teriyaki#coconut#beef cheek#halibut#crab cake#martini#clam#fried tofu#juice#fruit juice#prawn#rib#rib eye
"181 Orchard Road Orchard Central #03-07, Singapore 238896 Singapore",Walking On Sunshine at Orchard Central,"Cafe,Asian,Korean",CENTRAL,cafe#pork#salmon#potato#bbq#korean#avocado#iberico#sweet potato#iberico pork#korean bbq#chicken#tea#coffee#pancake#vanilla#souffle#sweet potato fries#popcorn#steak#prawn#truffle#spaghetti#king prawn#striploin#dessert#egg#aglio olio#fried egg#breakfast#american#salad#ice cream#fried chicken#barbecue#western#buffet#bread#breakfast buffet#guacamole#beer#cheese#coconut#bacon#shrimp#egg benedict#brunch buffet#beef#burger#pizza#beef burger#chicken tender#quinoa#chicken burger#buffet breakfast#mango
"10 Bayfront Avenue Marina Bay Sands Marina Bay Sands Hotel Tower 1 Level 1, Singapore 018956 Singapore",Rise Restaurant,"International,Singaporean,Vegetarian Friendly",CENTRAL,buffet#seafood#western#oyster#gratin#breakfast#beef#pizza#croissant#indian#japanese#sushi#asian#indonesian#fish#fresh crab#chicken#dessert#soup#cake#durian#mushroom soup#roast beef#chilli crab#coffee#bread#buffet breakfast#ice cream#laksa#chinese#fruit#fresh fruit#egg#bacon#pasta#italian#salmon#tuna#halibut#milkshake#champagne#cocktail#breakfast buffet#muffin#fresh seafood#ramen#cheese#sashimi#chocolate#chocolate cake#steak#duck#lobster#abalone#allergy#bbq#salad#sandwich#tiramisu#carrot cake#salmon sashimi#dumpling#dim sum#potato#spinach#fine dining#noodle#miso#smoked salmon#miso soup#international buffet#chili crab#stingray#wine list#beer#halal#banana#lychee#mediterranean#fresh sashimi#satay#barbecue#red wine#sushi sashimi#risotto#whisky#chicken tikka#barramundi#pork#octopus#waffle#char siew#roast pork#mutton#chinese cuisine#cheese platter#juice#cup coffee#prawn#rib#rib eye#porridge#curry#vegetable#iced tea#american#buffet selection#shrimp#king crab#alaskan king#alaskan king crab#lamb#chocolate fountain#pig#buffet style#scrambled egg#hokkien#hokkien mee#crispy pork#bottle wine#desert#lemak#nasi lemak#seafood buffet#vegetarian#gelato#malaysian#stew#alaskan crab#lager#omelette#egg white#lemon#cappuccino#pandan#indian vegetarian#coconut#prime rib#caesar salad#burger#beef burger#dessert buffet#caramel#icecream#dessert coffee#german#ragout#blue cheese#grill#ayam#beef brisket#gula melaka#rendang#beef rendang#scallop#mussel#seafood soup#mango#clam#fresh oyster#ribeye#sambal#pork belly
"48 Bukit Pasoh Road 01-01, Singapore 089859 Singapore",The Wine & Gourmet Friends,"Bar,Pub,Wine Bar",CENTRAL,salmon#risotto#chili crab#mantou#chicken#truffle#foie gras#confit#chicken tender#pork#seafood#pork belly#roast pork#linguine#pasta#tea#crispy pork#prawn#pizza#tiger prawn#fish#beer#cheese#lamb#rendang#craft beer#lamb shank#truffle oil#cheese platter#lobster#teh#bak kut teh#lobster pasta#italian#italian wine#western#pork chop#iberico#iberico pork#egg#chicken dish#beef#beef cheek#asian#truffle fries#porcini#bak chor mee#kurobuta#kurobuta pork#chorizo#laksa#glutinous rice#ham#parma#parma ham#cake#fruit#durian#soup#abalone#cod#cod fish#bread#squid#crab meat#chilli crab#kaya toast#dessert#duck#coconut#banana#curry#desert#icecream#roasted pork#chocolate#ice cream#caramel#coconut ice#coconut ice cream#wine list#salad#red wine#rib#potato#pork rib#vanilla#mashed potato#soft shell crab#steak#mash potato#sirloin#sirloin steak#bottle wine#bbq#otak#charcuterie#lemon#otah#ribeye#noodle#pepper crab#black pepper crab#pau#pork cheek#chinese#crab pasta#coffee#umami#ribeye steak#chicken rice#sambal#crispy chicken#snapper#beef steak#wine service#ngoh hiang#vegetarian#lager
"32 Beach Road The South Beach Level 2, The NCO Club, Singapore 189764 Singapore",Madame Fan,"Chinese,International,Contemporary",CENTRAL,cocktail#cantonese#dim sum#striploin#duck#squid#tofu#crispy duck#chinese#congee#steak#noodle#lobster#wanton#champagne#soup#pancake#taiwanese#buffet#dim sum buffet#seafood#truffle#dumpling#beef#prawn#sesame#sichuan#dessert#chicken#potato#fried rice#claypot#sweet potato#bee hoon#chicken fried#fish#coconut#chicken soup#fish maw#michelin#allergy#gyoza#scallop#shrimp#peking duck#carbonara#pork#rib#pork rib#salmon#foie gras#salad#fine dining#seabass#rib eye#rib eye steak#siew mai#sea bass#udon#clay pot#carrot cake#red bean#vegetarian#egg#vegetable#wok hei#egg white#kai lan#sri lankan crab#vanilla#mud crab#char siew#mango#short rib#mango pudding#beef short#bbq#western#bbq pork#kailan#desert#fish soup#roasted duck#roast duck#wine list#tim sum#korean#chinese cuisine#chocolate#banana#dimsum#chestnut#soft shell crab#beer#ribeye#souffle#coffee#asian#pineapple#whisky#gula melaka#michelin star#white wine#rice noodle#kway teow#crab meat#pepper crab#white pepper crab#cod#cod fish#seafood fried rice#filet mignon#calamari
"181 Orchard Road Orchard Central #12-01 Orchard Central, Singapore 238896 Singapore",Joie by Dozo,"Asian,Vegetarian Friendly,Vegan Options",CENTRAL,omakase#vegetarian#chinese#fine dining#vegan#wine list#fish#dessert#michelin#sashimi#champagne#soup#steak#cake#ice cream#desert#mushroom soup#lava cake#japanese#coconut#cake dessert#vegetable#taiwanese#cocktail#chocolate#salmon#smoked salmon#cheese#dumpling#truffle#potato#juice#fruit#spinach#truffle fries#spaghetti#ravioli#lychee#vanilla#chocolate cake#udon#mashed potato#pistachio#mozzarella#yoghurt#umami#dark chocolate#cold dish#pumpkin soup#western#asian#tempura#gratin#italian#bottle wine#sushi#coffee#tofu#red wine#risotto#porridge#glass wine#small cake#hot pot#escargot#mousse#chocolate dessert#chocolate mousse#salad#red bean#fruit juice#egg#creme brulee#pasta#michelin star#beef#curry#green curry#tartare#pork#salmon sashimi#grilled meat#grilled pork#cheesecake#apple#vanilla ice cream
"22 Orange Grove Road Shangri-La Hotel Shangri-La Hotel | Tower Wing, Singapore 258350 Singapore",Origin Grill & Bar,"International,European,Contemporary",CENTRAL,japanese#taco#grill#dessert#soup#mushroom soup#umami#red wine#beef#pork#fish#octopus#steak#tartare#beef tartare#cake#squid#grilled squid#wagyu#coconut#pork belly#angus#salmon#smoked salmon#salad#ribeye#chicken#coffee#cheese#bread#cake dessert#striploin#pasta#tenderloin#michelin#scallop#seared scallop#lemon#oyster#wagyu beef#chocolate#lamb#mousse#lobster#risotto#duck#banana#pie#pasta dish#mozzarella#ragu#western#beef steak#popcorn#foie gras#caviar#seafood#vegetarian#potato#mashed potato#prawn#creme brulee#cod#miso#grilled octopus#wagyu steak#sourdough#hokkaido scallop#desert#brioche#steakhouse#tuna#milo#waygu#cocktail#champagne#ice cream#juice#fruit#fruit juice#buffet#buffet style#snapper#burrata#carrot cake#bottle wine#spaghetti#angel hair pasta#fine dining#caramel#gelato#wine list#apple#ribeye steak#white wine#hummus#sirloin#vanilla#dark chocolate#italian#asian#halibut#rib eye#donut#short rib#black cod#pistachio#lamb rack#goat cheese#soft shell crab#korean#asparagus#barbecue#truffle#white truffle#icecream#truffle fries#blue cheese#bruschetta#steak house#tiramisu#milk tea#chinese#tempura#roasted pork#cafe#bisque#lobster bisque#mediterranean#avocado#beef tenderloin#chocolate cake#mango#steak tartare#sashimi#bbq#filet mignon#cod fish#beef short#pork chop#whisky#burrata cheese#chocolate dessert#pulled pork#prosciutto#dessert buffet#truffle oil#porcini#seafood pasta#meringue#fresh oyster#clam#spanish#strawberry#american#vegan
"1 Keong Saik Road, Singapore 089109 Singapore",Heart of Darkness,"Bar,Pub,Gastropub",CENTRAL,beer#hummus#cheesecake#craft beer#wine list#vietnamese#beef#truffle#truffle fries#steak#seafood#asian#pho#cocktail#octopus#chicken#squid#squid ink#coffee
"43, Cuff Road, Singapore 209753 Singapore",Greenleaf Cafe,"Indian,Asian,Vegetarian Friendly",CENTRAL,indian#south indian#thali#vegetarian#masala#paneer#buffet#cafe#indian vegetarian#curry#tea#tofu#vegan#dosas#fried rice#banana#juice#vada#vegetable#ice cream#breakfast#coffee#filter coffee#spinach#north indian#coconut#rava#yam#soup#salad#daal#dessert#chinese#desert#lassi#lime juice#bread#porridge#vietnamese
"The Ritz-Carlton, Millenia Singapore 7 Raffles Avenue, Singapore 039799 Singapore",Chihuly Lounge,"Bar,International,Wine Bar",CENTRAL,cake#tea#korean#buffet#buffet style#high tea#ice cream#wagyu#red wine#tea buffet#high tea buffet#scallop#tuna#confit#calamari#seafood#coffee#tea coffee#cocktail#sandwich#ham#breakfast#chinese#vegetable#fruit#bacon#breakfast buffet#champagne#laksa#burger#pancake#beef#cafe#dessert#cheese#chicken#satay#nasi goreng#taiwanese#american#bruschetta#chocolate#martini#cheesecake#papaya#lemonade#egg#salmon#potato#wagyu beef#sweet potato#smoked salmon#ice tea#lychee#banana#vietnamese#sesame#chicken satay#mango#asparagus#gyoza#iced tea#wagyu burger#mojito#japanese#hot chocolate#foie gras#allergy#desert#strawberry#fine dining#truffle#asian#beef burger#baguette#western#pasta#cappuccino#fish#juice#dimsum#buffet breakfast#vanilla#panna cotta#vanilla ice cream#beef wellington#pork#steak#prawn#scone#lobster#sambal#caramel#stew#mediterranean#dark chocolate#oyster
"90 Robertson Quay, Singapore 238259 Singapore",Beast & Butterflies,"Asian,Fusion,Singaporean",CENTRAL,cocktail#breakfast#buffet#american#steak#oyster#cheese#rib#salmon#tartare#prime rib#pork#pork knuckle#crispy pork#creme brulee#dessert#ribeye#avocado#pancake#vegan#lobster#chocolate#pork chop#lava cake#chocolate lava#chocolate lava cake#kurobuta#kurobuta pork#coffee#cappuccino#red wine#bacon#bisque#lobster bisque#chocolate cake#hokkien#hokkien mee#asian#beef#salad#burrata#apple#pie#claypot#chicken#western#coconut#spinach#barramundi#grilled chicken#chinese#laksa#cheesecake#ham#bottle wine#fried rice#durian#mala#cheese platter#beer#omelette#buffet breakfast#waffle#sandwich#desert#satay#smoked salmon#caesar salad#egg#salted egg#popcorn#bread#shrimp#curry#truffle#chicken curry#chilli crab#fish#porridge#cantonese#burger#beef burger#brioche#banana#crab meat#chili crab#scallop#chicken rice#roasted pork#fish skin#cafe#beef short#cod#juice#indian#noodle#glass wine#mutton#ice cream#vanilla#vanilla ice cream#german#duck#yam#alaskan crab#soup#pasta#truffle fries#short rib#beef short rib#tenderloin#beef tenderloin#salted egg yolk#hot chocolate#cup coffee#champagne#breakfast buffet#calamari#japanese#mexican#nasi goreng#potato#mash potato#mantou#lamb#mashed potato#chicken burger#pork collar#beehoon#curry chicken#wagyu#tiramisu#wagyu burger#korean#wok hei#durian pengat#lemon#sambal#sea bass#bee hoon#chicken satay#clam#roast pork#italian#gyoza#coconut ice#coconut ice cream#seafood#mango#vietnamese#seafood soup#curry rice#abalone#teochew#glutinous rice#bbq#wagyu beef#sesame#mango sticky rice#strawberry#umami
"39 Hongkong Street, Singapore 059678 Singapore",Vianney Massot Restaurant,"French,Vegetarian Friendly,Vegan Options",CENTRAL,bread#michelin#desert#lamb#fine dining#wine list#chicken#lobster#truffle#foie gras#caviar#urchin#sea urchin#lemon#mousse#meringue#lamb rack#dessert#pasta#coffee#egg#chocolate#champagne#white truffle#salad#cake#duck#bisque#lobster bisque#cheese#asparagus#rhubarb#cheese platter#vegetarian#allergy#beef#scallop#tartare#lychee#hokkaido scallop#beef tartare#coconut#risotto#spanish#blue cheese#bacon#confit#black truffle#poached egg#ravioli#crayfish#michelin starred#chinese#gratin#japanese#artichoke#wagyu#wine service#pork#tagliatelle#steak#soup#pork chop#iberico#iberico pork#espresso#tuna#carpaccio#pistachio#brioche#king crab#alaskan king#alaskan king crab#oyster#grill#veal#seabass#sea bass#cod#german#quinoa#curry#rib#strawberry#short rib#crabmeat#beef short#vino#beef short rib#chilli crab#ice cream#vegetable#fruit#tenderloin#ceviche#beef tenderloin#breakfast#keluak#barramundi#seafood#abalone#western#beer#cocktail#whisky#vanilla#sesame#burrata#hummus#pineapple#caramel#snapper#chicken dish#burrata cheese#asian#onion soup#glass wine#red wine#cafe#tiramisu
"10 Jalan Serene Serene Centre Serence Centre #01-04, Singapore 258748 Singapore",Fat Belly,"Steakhouse,,",CENTRAL,dessert#cheesecake#truffle#truffle fries#beef#pork#wagyu#rendang#wagyu beef#steakhouse#beef cheek#pork collar#fruit#strawberry#grill#tiramisu#sticky date pudding#ice cream#vanilla#vanilla ice cream#wagyu steak#truffle oil#red wine#bottle wine#desert#american#espresso#chocolate#pork belly#lava cake#chocolate lava#chocolate lava cake#potato#mashed potato#coffee#pistachio#ribeye#prime rib#omakase#duck#bread#oyster#foie gras#char siew#mousse#beef rib#mojito#angus#beef steak#short rib#western#caramel#fine dining#curry#sweet potato#panna cotta#juice#burger#chocolate cake#cake dessert#risotto#icecream#vegetable#salad#banana#mac cheese#wine list#rabbit
"60 Robertson Quay The Quayside 01-05, Singapore 238252 Singapore",Alt Pizza,"Pizza,,",CENTRAL,pizza#bacon#italian#bread#garlic bread#vegetarian#beer#craft beer#chicken#truffle#vegan#lasagne
"1 Keong Saik Road, Singapore 089109 Singapore",Meta Restaurant,"European,Asian,Fusion",CENTRAL,michelin#dessert#beef#pork#burger#lobster#oyster#asian#bisque#lobster bisque#grilled pork#japanese#korean#michelin star#michelin starred#lamb#iberico#caviar#seafood#pasta#salad#duck#chocolate#wagyu#banana#wagyu beef#omelette#abalone#iberico pork#potato#pancake#wine list#foie gras#tuna#rib#tartare#beef tartare#desert#fine dining#cocktail#strawberry#coconut#short rib#vegetarian#tenderloin#beef tenderloin#tea#fish#western#allergy#cheese#prawn#sambal#chicken#ice cream#scallop#fruit#bacon#lemon#clam#pineapple#fresh oyster#aglio olio#lamb rack#coconut ice#truffle#sesame#gnocchi#wok hei#glutinous rice#quail#octopus#rhubarb#omakase#vegan#bottle wine#tofu#cheesecake#italian#ragu#oxtail#umami#coffee#steak#spanish#mackerel#wine service#white wine#beef cheek#braised beef#egg#mango#burrata#mousse#kailan#salted egg#carpaccio#taco#bread#squid#squid ink#wagyu steak#pork belly#cup coffee#soup#roast pork#chocolate dessert#salmon#sashimi#artichoke#chocolate mousse#kaya toast#beer#pizza#curry#chicken rice#teh#rendang#beef rendang#carrot cake#sweet potato#black truffle#milk tea#lobster pasta#beef short#chilli crab#boston lobster#urchin#sea urchin#seabass#juice#shrimp#meringue#beef short rib#egg white
"6 Tebing Lane, Singapore 828835 Singapore",Uncle Leong Seafood,"Chinese,Seafood,Asian","NORTH,EAST",seafood#egg#scallop#tofu#salted egg#chilli crab#cuttlefish#beehoon#pork#chinese#spinach#mee sua#crab meat#hor fun#salted egg crab#coffee#beer#taiwanese#soup#claypot#bee hoon#crab bee hoon#pepper crab#black pepper crab#chicken#rib#pork rib#shark fin#chili crab#mantou#dessert#shrimp#stew#fish skin#vegetable#crabmeat#crab chilli#fried rice#mee goreng#coconut#noodle#rice noodle#sambal#yam#sweet sour pork#yam paste#curry#crab black pepper#umami#clay pot#noodle soup#prawn#kai lan#fresh seafood#crab pepper#tea#kang kong#fresh crab#salted egg yolk#omelette#fried noodle#hotpot#indonesian#sri lankan crab#italian#seafood fried rice#cold beer#abalone#white pepper crab#cake#squid#cereal prawn#bbq#red wine#white wine#tom yum#tom yum soup#bread#chicken dish#lemon#fried tofu#drunken prawn#bacon#wok hei#kailan#japanese
"131 Rifle Range Road #03-04, Temasek Club, Singapore 588406 Singapore",Spize,"Mediterranean,Asian,Vegetarian Friendly",WEST,seafood#breakfast#chinese#beef#salad#coffee#western#briyani#mee goreng#chicken#burger#ice cream#wagyu#wagyu burger#truffle#fried chicken#truffle fries#truffle oil#chicken burger#dessert#teh#teh tarik#asian#steak#ribeye#ribeye steak#bee hoon#ayam#roast chicken#nasi goreng#kopi#spaghetti#fish#sambal#crab meat#indian#indonesian#gelato#brioche#cheese#halal#barramundi#lamb#hummus#prawn#mediterranean#hokkien#prawn mee#wagyu beef#beef steak#italian#grilled chicken#waffle#caramel#kway teow#beef burger#char kway teow#cafe#noodle#cod#cod fish#soup#mushroom soup#american#chocolate#lychee#vanilla#vanilla ice cream#laksa#prawn noodle#aglio olio#dark chocolate#chicken wing#fried chicken wing#fine dining#hokkien mee#juice#durian#apple#pita#milo#kebab#pasta#seabass#fried rice#banana#grilled fish#egg#lemak#nasi lemak#mutton#prata#curry#mango#curry sauce#bbq#sandwich#satay#lemon#chicken curry#crayfish#spicy chicken#roti prata#bread#omelette#vegetarian#fruit#oyster#scallop#squid#biryani#crabmeat#beer#cold beer#guacamole#murtabak#tofu#cake#rice cake#chicken biryani#stingray
"11 Unity Street Robertson Walk Floor 01 Unit 19 20 11 Unity Street, Singapore 237995 Singapore",Wine Connection Tapas Bar & Bistro,"French,Bar,Pizza",CENTRAL,cheese#dessert#pasta#champagne#pig#tagliatelle#wine list#truffle#salad#pizza#rib#glass wine#red wine#rib eye#lamb#beer#fruit#cheese platter#italian#steak#duck#salmon#tuna#mozzarella#asian#bbq#paella#burrata#burrata cheese#bottle wine#chicken#beef#fish#taco#calamari#chicken tikka#western#fish chip#tenderloin#white wine#soup#tapa#spanish#halibut#stew#chorizo#pork#sea bass#lamb shank#seabass#pizza pasta#michelin#michelin star#seafood#cake#chocolate#lava cake#chocolate lava#chocolate lava cake#german#meatball#pork rib#bbq pork#bread#charcuterie#tonkatsu#espresso#braised beef#risotto#carbonara#vegan#coffee#greek#martini#greek salad#pie#burger#spinach#ravioli#mushroom soup#vanilla#caesar salad#hamburger#pineapple#sirloin#spaghetti#sandwich#sirloin steak#cocktail#penne#onion soup#seafood pasta#goat cheese#squid#squid ink#sesame#ink pasta#squid ink pasta#smoked salmon#fine dining#tartare#bruschetta#tuna tartare#filet mignon#foie gras#lobster#pasta pizza#parma#parma ham#mojito#kebab#desert#apple crumble#ice tea#avocado#tiramisu#ribeye#korean#chinese#vegetarian#lemon#antipasti#prawn#cheesecake#creme brulee#bisque#asparagus#crab pasta#egg#scrambled egg#truffle oil#potato#tortilla#wine service#dessert coffee#mediterranean#pasta dish#truffle pasta#ice cream#ceviche#indian#allergy#malaysian#blue cheese#rib eye steak#carpaccio#italian wine#breakfast
